uuid|origin|destination|message|Network Uuid|Sender (Account UUID)|Messagestatus Uuid|datetime|Phone UUID
bb43fca4-96cc-46b9-baf3-6f3ccffcc799|impala|254729421592|Let us look nearer home|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-01 13:02:08|
c405e2d5-ffcc-42d6-98c6-86613aa9522e|20240|254722954492|My thoughts came yapping and growling round me like a pack of curs|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-01 13:28:08|
033ca15a-c016-42fb-9f1b-e57031125549|20272|254700586270|You may be sure|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-01 13:34:54|
5032bb8d-702a-406e-915d-17c8ba72055f|tawi|254713620372|Apprehensive solicitude about the future|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-01 14:06:17|
71619a87-433d-4d02-9011-51716a9c2cc6|impala|254701549732|Reluctantly I admit it|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-01 14:30:29|
888ec413-cd26-42de-ac6a-a26cf7b09c09|20240|254721503438|I am so sorry--so very sorry|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-01 17:26:15|
0612d83f-b390-4a12-ba57-823d96ee9063|20272|254717775641|The lilies were drooping, white, and wan,|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-01 18:38:44|
489e072d-e32b-4b32-b2bc-a4e6c2d47e80|tawi|254718100718|A covertly triumphant voice|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-01 19:45:10|
7f9550da-a10d-4a2a-b722-c497a2accab8|impala|254722347063|His gaze seemed full of unconquerable hopefulness|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-01 21:01:04|
39533c07-bf96-4b84-b312-0795d99ac12c|20240|254723734954|Questioned and tested in the crucible of experience|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-01 22:51:58|
860912f3-ae70-4eed-a318-d77884f53aaf|20272|254720617207|By a curious perversity of fate|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-01 23:19:54|
760d5768-93b0-4ccc-874b-56c311896cb1|tawi|254724300863|A course of arrogant obstinacy|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-01 23:41:33|
36e461ec-fc97-4432-8c7d-325547f801e4|impala|254706774472|It will give me pleasure to do it|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-02 01:34:47|
fd22a2bd-682d-4e0d-8117-c07ea56acaa8|20240|254724623543|We note that the time is at hand|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-02 02:30:42|
4f9665c1-88a3-40e7-b804-30a4928c2ca7|20272|254721735268|The penalty falls like a thunderbolt from heaven|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-02 05:06:31|
df476d22-b8c1-403d-b873-3a3facff1bff|tawi|254722462394|To state the case is to prove it|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-02 06:04:19|
2aca020d-a9b7-484d-b5aa-bf8b36231ff9|impala|254704453351|His nerves thrilled like throbbing violins|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-02 06:21:54|
ad803e5a-ba2f-4afb-b73d-faebd9b934f8|20240|254715946714|I know very well the difference between|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-02 07:43:52|
010eab79-74a5-4e5c-b547-c520423a5059|20272|254729421592|It would be ill-advised|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-02 12:22:12|
ecad7c22-41d8-4094-9c4c-a3aff94d5afa|tawi|254722954492|The tree whose plumed boughs are soft as wings of birds|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-02 14:11:02|
c4fedde7-47be-4ef0-a317-7fbca4a5ce07|impala|254700586270|There is no more insidious peril|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-02 16:46:43|
46d90d88-2c3f-4bfc-abcc-22041c2f6ddb|20240|254713620372|The long-delayed hour of retribution|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-02 18:14:55|
f43f3aba-672c-4182-a286-1ec1b8b14459|20272|254701549732|Brutal recognition of failure|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-03 00:18:33|
289b7e6a-4d4e-43b5-afb9-571c223b95c9|tawi|254721503438|Everywhere the fragrance of a bountiful earth|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-03 01:02:03|
470d5455-74f6-4591-9b8e-8c4737b216d5|impala|254717775641|Piles of golden clouds just peering above the horizon|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-03 03:45:57|
04ca63a7-651a-4416-b2d7-9338b9e82dc9|20240|254718100718|I have a pleasing and personal duty|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-03 04:30:01|
121d3523-d7b4-44cf-9157-6ee2fcce161e|20272|254728753747|Degrading and debasing curiosity|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-03 06:32:49|
ffaab458-dbe5-462a-856c-94212c4ac321|tawi|254728379429|A figure full of decision and dignity|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-03 07:40:51|
7a2df3cc-8af1-49ec-b1cc-affe563f9d2e|impala|254713533685|He lived as modestly as a hermit|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-03 08:24:25|
4ba6f5ec-f6e4-4b74-ab0b-aea06765dbce|20240|254708653405|It will thus be seen|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-03 08:53:03|
123e0410-3851-4081-a64e-ef63345df776|20272|254720618083|A great source of confusion|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-03 12:06:30|
b5e667ec-0855-4fa6-962d-fd0df5e85338|tawi|254712218136|A state of scarcely veiled insurrection|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-03 12:20:53|
da51ca66-385b-4c63-b15d-2991cce0687e|impala|254712257831|Sits like the maniac on his fancied throne|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-03 18:59:30|
3bca924a-feb1-4e4f-a283-c3bfa6d34205|20240|254718021877|He then pelted them with a torrent of words|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-03 20:51:18|
a5d50f2b-e434-4c45-b8d2-f7b98f5d2072|20272|254702127365|There is another class of men|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-03 21:48:21|
7f9e780b-e534-41a4-b9ab-e8658d7da6f5|tawi|254713441854|The yellow apples glowed like fire|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-03 22:27:31|
3667d0a7-42e2-4bbf-8d4d-3782f8a0fb62|impala|254701799280|I can not boast of|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-03 23:47:48|
3e98fe56-50fc-4880-b9d9-ded48eea8cc0|20240|254703854682|The name that cuts into my soul like a knife|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-04 02:01:52|
62592d4c-5ef6-4682-af94-57ec9c311356|20272|254709435523|Do not imagine|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-04 02:12:35|
253c3d71-74b2-4c9a-b845-abee93d0d364|tawi|254708306116|Like the shadow of a great hill that reaches far out over the plain|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-04 03:25:49|
88dfd4ef-4a2b-4cff-8a3e-45c0f1b6a333|impala|254717988743|That is a stroke of good fortune|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-04 04:43:10|
d8e51913-6862-402d-84f9-f5baba2cde05|20240|254729915363|A vivid and arresting presentation|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-04 05:54:29|
a5f053bd-3c85-4fe3-85e4-d56ce0aba60e|20272|254712463085|She disclaimed the weariness that|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-04 08:55:36|
94b9c401-2797-4d80-b718-c540901acb88|tawi|254720375942|Grazing through a circulating library|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-04 11:45:30|
1db32d70-0ba2-4693-b8c6-49f7fabe0de3|impala|254704112533|The irony of circumstances|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-04 13:50:04|
e94eeed6-1bc3-4776-af32-372f6a313eaf|20240|254703476397|You could taste the nutmed|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-04 14:23:53|
156f1e63-5142-411b-a060-764fd7c8b799|20272|254726415953|For the simplest of reasons|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-04 15:30:33|
e6b2037d-8834-48d0-ab5b-6846f8361e25|tawi|254716273303|Do you know, I envy you that|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-04 16:39:10|
bc60b683-1ab0-497e-8557-6c3985742053|impala|254723698721|It is satisfactory to notice|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-04 18:33:33|
20d312bd-bd7c-4ffc-925a-b98a5cc11663|20240|254716247412|The hurly-burly of events|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-04 18:46:39|
b0034450-c32a-49c3-985a-756c9bb1785e|20272|254723199469|An inscrutable mystery|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-04 20:52:12|
98d44649-0ff0-4d16-9220-affc625b144f|tawi|254708871636|I want to say one word more|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-04 22:04:58|
5466dc00-4c0e-467a-96b7-5dc32f70e7b8|impala|254727652610|On a noble and commanding scale|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-04 23:21:56|
d03be039-9317-4c1e-827c-86f86eddd60b|20240|254716947184|I had a kind of hope|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-04 23:30:54|
6b4219fd-a09b-4f0d-b084-e771428dcbde|20272|254725257263|We will be glad to lay before you the fullest details|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-05 03:22:56|
a3eda329-ca1d-40ca-ba5a-dc91bf67847c|tawi|254725057044|Do not suppose for a moment|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-05 04:13:43|
79d43708-e786-4582-9291-4df4b9d37470|impala|254707583881|We have great reason to be thankful|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-05 06:44:09|
a79c9531-879f-4385-87d6-666091cb3654|20240|254702366218|A strange mixture of carelessness, generosity, and caprice|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-05 07:10:30|
147ba2ea-2e61-44e9-a65e-30276cfe7237|20272|254714713221|And it is not plain|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-05 07:56:02|
187f0c94-5e84-4790-86f3-ce9f1da1f825|tawi|254722212996|He was inexhaustibly voluble|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-05 11:34:32|
8c155482-2a06-48ab-a44f-6fa5b96d3a8d|impala|254710464429|Utterly and essentially irreverent|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-05 15:07:38|
0d3a4429-3a34-4584-9052-2eaef39cf05a|20240|254718110282|As we scan the vague unknown|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-05 15:20:19|
ab75fc84-1e50-419f-bcee-f94ba11bd567|20272|254720322452|Jealous and formidable foes|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-05 15:32:09|
32c0c0ca-29e3-49ed-afdf-78fd7ee4ba57|tawi|254704451875|She seemed as happy as a wave that dances on the sea|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-05 18:45:55|
fa0ef83c-b447-4aac-83f7-fad3754b62f7|impala|254723710252|If only we go deep enough|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-05 19:10:01|
802f7fe7-481f-4774-857f-6f681e09b15c|20240|254717618786|I think I can claim a purpose|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-05 20:24:54|
aacd7309-b65d-4f22-bd2b-120d2554d339|20272|254719958612|and as ethereal as the light of a solitary star|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-05 20:25:47|
d2db9a71-4ed8-4b96-9fe9-bf1aec34a4b7|tawi|254707464289|In other words|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-05 20:43:32|
45825f8e-3b67-4600-82de-ee212bacf1a8|impala|254707972400|How shall I describe to you|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-05 20:50:37|
69e5d0a2-8379-4a9d-964e-511a27fdf396|20240|254713861593|A brilliant and paradoxical talker|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-05 23:14:11|
c74f392f-681a-4b09-b066-75ee7c169f97|20272|254721497335|We are all more or less susceptible|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-06 02:54:57|
a988a874-2e4c-46b0-b18d-9f65b017d604|tawi|254723722503|I am not going to let you evade the question|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-06 04:59:58|
9656e7df-fadf-4033-a6f6-476a30165557|impala|254709118073|I suppose it is right to answer|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-06 06:51:24|
6523a2ec-9f06-4fdf-ac5c-8964ddce0a27|20240|254718817029|In the first place, we should be all agreed|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-06 07:03:07|
df994c3a-8a16-49cd-a5f6-841c59d326e2|20272|254728981009|As stupid as a sheep|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-06 07:04:11|
6ab0d64e-91ff-4b12-ae87-8a37eef74d61|tawi|254725499258|Such a doctrine is essentially superficial|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-06 10:49:13|
3228589d-fdbf-4baf-93ff-d235ad9f9121|impala|254725896912|I have gone so far as to suggest|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-06 11:47:30|
da077419-dd29-445a-bde4-d60527bb8ec2|20240|254726334086|She exuded a faint and intoxicating perfume of womanliness,|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-06 17:00:50|
5df910fd-13d2-4620-b336-cc96b87f4880|20272|254724560896|In alliance with steady clearness of intellect|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-06 17:25:09|
a73433f5-f25e-4f9b-a8c1-ac25efd5249c|tawi|254714842806|Are you ready to order your meal, sir?|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-06 17:38:16|
a51788af-6e03-461d-ba52-0d587478dab1|impala|254707363034|Youth like a summer morn|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-06 18:07:41|
ae366dad-fbf2-4c15-b871-06c89cb5b0f1|20240|254708586663|A deep and most impressive solemnity|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-06 18:48:03|
2fe05e73-e759-435b-9c80-fdf0198c25e2|20272|254721625065|The washing is not dry yet|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-06 21:27:37|
